"","TYPEOFTREE","SPECIESTYPE","SPECIES","AGE","DESCRIPTION","TREESURROUND","VIGOUR","CONDITION","DIAMETERinCENTIMETRES","SPREADRADIUSinMETRES","TREELOCATIONX","TREELOCATIONY","LONGITUDE","LATITUDE","TREETAG","TREEHEIGHTinMETRES"
"523","ParkTree","Beech","Fagus sylvatica","Mature","Mature","Grass","Normal","Poor",95,8,331071.31,373185.34,-5.973179,54.589912,"26",18
"530","ParkTree","Oak","Quercus robur","Young Mature","Semi-Mature","Grass","Low","Poor",67,11,335102.11,373313.22,-5.910811,54.59,"1314",19
"531","ParkTree","Ash","Fraxinus excelsior","Young Mature","Semi-Mature","Grass","Low","Poor",53,7,333100.83,376491.28,-5.940307,54.619061,"2575",17
"532","ParkTree","Lime","Tilla (type)","Young Mature","Semi-Mature","Grass","Low","Poor",56,6,333160.38,376445.83,-5.939407,54.618637,"2567",14
"535","ParkTree","Beech","Fagus sylvatica","Mature","Mature","Woodland","Low","Poor",93,8,332689.06,376730.65,-5.946569,54.621318,"2666",17
"536","ParkTree","Alder","Alnus incana","Young Mature","Semi-Mature","Woodland","Low","Poor",59,5,332839.63,377086.74,-5.944078,54.624475,"2625",17
"537","ParkTree","Oak","Quercus robur","Mature","Mature","Woodland","Low","Poor",79,7,335006.67,373127.77,-5.912371,54.588361,"1525",18
"538","StreetTree","Lime","Tilla x europaea","Mature","Mature","Tarmac","Low","Poor",39,3,338931.65,373242.24,-5.851649,54.588326,"",14
"539","ParkTree","Ash","Fraxinus excelsior","Young Mature","Semi-Mature","Grass","Low","Poor",36,4,334127.32,371969.75,-5.926492,54.578199,"521",12
"540","ParkTree","Ash","Fraxinus excelsior","Young","Juvenile/Young","Grass","Low","Poor",34,4,334124.08,371960.68,-5.926547,54.578118,"523",10
"542","ParkTree","Cherry","Prunus (type)","Mature","Mature","Grass","Low","Poor",92,6,335318.17,371710.26,-5.908209,54.575553,"871",12
"543","ParkTree","Maple","Acer pseudoplatanus","Young Mature","Semi-Mature","Grass","Low","Poor",37,4,332929.41,376476.17,-5.942966,54.61897,"2706",10
"546","ParkTree","Chestnut","Aesculus hippocastanum","Young Mature","Semi-Mature","Grass","Low","Poor",54,5,333350.8,376542.43,-5.936417,54.619454,"73",15
"548","ParkTree","Oak","Quercus cerris","Mature","Mature","Grass","Low","Poor",73,12,333345.76,376420.87,-5.93655,54.618364,"125",21
"549","ParkTree","Chestnut","Aesculus hippocastanum","Young Mature","Semi-Mature","Grass","Low","Poor",63,8,333456.98,376510.4,-5.934789,54.619138,"102",12
"550","ParkTree","Oak","Quercus cerris","Mature","Mature","Grass","Low","Poor",80,6,333475.88,376472.75,-5.934514,54.618795,"105",26
"635","ParkTree","Willow","Salix caprea","Young Mature","Semi-Mature","Woodland","Normal","Poor",54,4,333897.6,370377.96,-5.930767,54.56397,"520",9
"642","ParkTree","Maple","Acer pseudoplatanus","Fully Mature","Fully Mature","Woodland","Normal","Poor",127,6,334423.69,370882.98,-5.922409,54.568364,"19",18
"677","ParkTree","Oak","Quercus cerris","Mature","Mature","Tarmac","Low","Poor",73,10,333476.18,376465.43,-5.934513,54.618729,"106",20
"680","StreetTree","Lime","Tilla x europaea","Semi-Mature","Semi Mature","Paved Brick Paviour","Low","Poor",25,4,333718.99,372826.46,-5.932413,54.585998,"",8
"681","StreetTree","Lime","Tilla x europaea","Semi-Mature","Semi Mature","Paved Brick Paviour","Low","Poor",27,4,333717.1,372807.54,-5.932451,54.585828,"",10
"682","StreetTree","Maple","Acer platanoides","Mature","Mature","Tarmac","Low","Poor",-52,3,334890.41,371530.56,-5.914901,54.574054,"",8
"688","StreetTree","Cherry","Prunus padus 'Watereri'","Juvenile","Extra Heavy Standard","Tarmac","Low","Poor",8,2,333950.14,376073.96,-5.927359,54.61509,"0",0
"690","StreetTree","Rowan","Sorbus aucuparia (type)","Juvenile","Extra Heavy Standard","Tarmac","Low","Poor",8,1,332416.01,376734.37,-5.950791,54.621423,"0",0
"708","StreetTree","Hazel","Corylus colurna","Juvenile","Extra Heavy Standard","Tarmac","Normal","Poor",8,1,331724.56,376722.45,-5.961494,54.621496,"0",0
"711","StreetTree","Elm","Ulmus 'New Horizon'","Juvenile","Extra Heavy Standard","Tarmac","Normal","Poor",8,1,333653.74,375632.93,-5.932145,54.611209,"0",0
"712","StreetTree","Rowan","Sorbus 'Joseph Rock'","Young Mature","Semi-Mature","Tarmac","Low","Poor",13,2,332331.74,376763.07,-5.952082,54.621702,"0",0
"721","StreetTree","Maple","Acer platanoides","Juvenile","Select Standard","Tarmac","Low","Poor",4,1,331502.48,377496.17,-5.964583,54.6285,"0",5
"736","StreetTree","Cherry","Prunus x hillieri 'Spire'","Juvenile","Heavy Standard","Tarmac","Normal","Poor",7,2,333660.47,376509.28,-5.931642,54.619074,"0",0
"737","StreetTree","Ash","Fraxinus excelsior 'Atlas'","","N/A","Tarmac","Low","Poor",-6,1,334200.66,376951.17,-5.923083,54.622898,"",0
"757","StreetTree","Pear","Pyrus calleryana 'Chanticleer'","Juvenile","Extra Heavy Standard","Tarmac","Low","Poor",10,1,332384.06,376158.02,-5.951546,54.616257,"",8
"762","StreetTree","Maple","Acer platanoides","Juvenile","Extra Heavy Standard","Tarmac","Normal","Poor",10,2,331633,375562.81,-5.96343,54.61111,"0",0
"764","StreetTree","Lime","Tilla x europaea","","N/A","Tarmac","Low","Poor",-1,5,333176.66,376704.46,-5.939037,54.620954,"",14
"766","StreetTree","Lime","Tilla cordata 'Green Spire'","Juvenile","Heavy Standard","Tarmac","Normal","Poor",7,1,334180.21,374756.74,-5.924403,54.603204,"0",0
"771","StreetTree","Hazel","Corylus colurna","Juvenile","Heavy Standard","Tarmac","Normal","Poor",7,1,332655.71,375432.68,-5.947671,54.609674,"0",0
"775","StreetTree","Lime","Tilla cordata 'Green Spire'","Semi-Mature","Semi Mature","Paved Brick Paviour","Low","Poor",20,3,333678.71,374361.36,-5.932338,54.599787,"0",7
"783","StreetTree","Hazel","Corylus colurna","Juvenile","Extra Heavy Standard","Paved Brick Paviour","Normal","Poor",10,1,333505.01,373843.94,-5.935258,54.595188,"0",0
"788","StreetTree","Hazel","Corylus colurna","Juvenile","Heavy Standard","Tarmac","Low","Poor",5,1,334476.56,375621.67,-5.919424,54.61089,"0",0
"797","StreetTree","Ash","Fraxinus excelsior 'Atlas'","Juvenile","Extra Heavy Standard","Paved Brick Paviour","Normal","Poor",10,2,333617.63,374046.72,-5.933425,54.596979,"0",0
"803","StreetTree","Apple","Malus (type)","Juvenile","Extra Heavy Standard","Tarmac","Normal","Poor",9,2,334030.34,373689.78,-5.927207,54.593665,"0",0
"829","StreetTree","Hazel","Corylus colurna","Juvenile","Heavy Standard","Paved Brick Paviour","Normal","Poor",7,1,333491.77,373829.62,-5.935469,54.595063,"0",0
"831","StreetTree","Ash","Fraxinus excelsior 'Atlas'","Juvenile","Extra Heavy Standard","Paved Brick Paviour","Normal","Poor",9,3,333639.9,373967.18,-5.933117,54.596259,"0",0
"864","StreetTree","Pear","Pyrus (type)","Juvenile","Extra Heavy Standard","Tarmac","Low","Poor",9,1,333776.49,374795.87,-5.930628,54.603662,"0",0
"924","StreetTree","Oak","Quercus Spp","Juvenile","Heavy Standard","Tarmac","Normal","Poor",6,1,334520.89,373902.92,-5.919526,54.595449,"0",4
"931","StreetTree","Hornbeam","Carpinus betulus 'Fastigiata'","Young Mature","Semi-Mature","Paved Brick Paviour","Normal","Poor",11,1,334392.11,373943.84,-5.921498,54.59585,"0",0
"953","StreetTree","Lime","Tilla (type)","Juvenile","Heavy Standard","Paved Brick Paviour","Low","Poor",5,3,333790.48,374396.9,-5.930593,54.600077,"",6
"954","StreetTree","Lime","Tilla (type)","Juvenile","Heavy Standard","Paved Brick Paviour","Low","Poor",6,3,333768.32,374411.07,-5.930929,54.60021,"",9
"1009","StreetTree","Pear","Pyrus (type)","Young Mature","Semi-Mature","Tarmac","Normal","Poor",15,3,333984.03,374052.66,-5.927757,54.596935,"0",0
"1050","StreetTree","Maple","Acer platanoides 'Columnare'","Juvenile","Heavy Standard","Tarmac","Normal","Poor",6,1,333255.05,374141.64,-5.938988,54.597927,"0",0
"1063","StreetTree","Crab Apple","Malus 'Gorgeous'","Young Mature","Semi-Mature","Tarmac","Normal","Poor",11,2,333295.74,374299.7,-5.938287,54.599335,"0",0
"1064","StreetTree","Crab Apple","Malus 'Gorgeous'","Juvenile","Extra Heavy Standard","Tarmac","Normal","Poor",10,2,333307.59,374311.28,-5.938099,54.599436,"0",0
"1078","StreetTree","Cherry","Prunus (type)","Juvenile","Heavy Standard","Paved Brick Paviour","Normal","Poor",7,1,333396.99,374257.79,-5.93674,54.598932,"0",0
"1081","StreetTree","Pear","Pyrus calleryana 'Chanticleer'","Juvenile","Select Standard","Tarmac","Normal","Poor",4,1,333476.22,373110.52,-5.936037,54.588612,"0",0
"1125","StreetTree","Lime","Tilla cordata 'Green Spire'","Juvenile","Extra Heavy Standard","Tarmac","Normal","Poor",9,1,333425.97,373466.09,-5.936652,54.591817,"0",0
"1178","StreetTree","Lime","Tilla cordata 'Green Spire'","Young Mature","Semi-Mature","Tarmac","Normal","Poor",12,2,333432.39,373491.31,-5.936541,54.592042,"0",0
"1195","StreetTree","Lime","Tilla cordata 'Green Spire'","Juvenile","Extra Heavy Standard","Tarmac","Normal","Poor",10,2,333451.31,374126.84,-5.93596,54.597742,"0",0
"1197","StreetTree","Lime","Tilla cordata 'Green Spire'","Young Mature","Semi-Mature","Tarmac","Low","Poor",22,3,333394.94,374124.87,-5.936833,54.597739,"0",0
"1215","StreetTree","Hornbeam","Carpinus betulus 'Fastigiata'","Young Mature","Semi-Mature","Tarmac","Low","Poor",23,2,333906.01,372846.69,-5.929513,54.58613,"0",0
"1228","StreetTree","Pear","Pyrus communis","","N/A","Tarmac","Low","Poor",-20,2,335356.39,374416.31,-5.906372,54.599835,"",0
"1245","StreetTree","Maple","Acer (type)","Young Mature","Semi-Mature","Tarmac","Low","Poor",11,1,336555.5,374210.49,-5.887928,54.597665,"0",0
"1249","StreetTree","Maple","Acer (type)","Juvenile","Extra Heavy Standard","Tarmac","Low","Poor",10,1,336549.86,374214.37,-5.888013,54.597701,"0",0
"1251","StreetTree","Maple","Acer (type)","Juvenile","Extra Heavy Standard","Tarmac","Low","Poor",9,1,336540.33,374219.9,-5.888158,54.597753,"0",0
"1269","StreetTree","Hazel","Corylus colurna","Juvenile","Heavy Standard","Tarmac","Low","Poor",6,1,334413.76,375663.8,-5.920376,54.611285,"0",0
"1271","StreetTree","Hazel","Corylus colurna","Juvenile","Heavy Standard","Tarmac","Low","Poor",5,1,334415.97,375701.84,-5.920324,54.611626,"0",0
"1272","StreetTree","Cherry","Prunus (type)","Juvenile","Heavy Standard","Tarmac","Low","Poor",6,1,334417.82,375732.87,-5.920282,54.611904,"0",0
"1278","StreetTree","Hazel","Corylus colurna","Juvenile","Heavy Standard","Tarmac","Low","Poor",5,1,334420.41,375798.61,-5.920212,54.612493,"0",0
"1287","StreetTree","Maple","Acer platanoides","Juvenile","Heavy Standard","Tarmac","Low","Poor",5,1,332620.76,373331.85,-5.94916,54.590824,"0",0
"1293","StreetTree","Maple","Acer platanoides","Juvenile","Extra Heavy Standard","Tarmac","Low","Poor",9,1,332620.29,373251.17,-5.949204,54.590099,"0",0
"1294","StreetTree","Rowan","Sorbus Spp","Juvenile","Extra Heavy Standard","Tarmac","Low","Poor",9,1,332621.11,373238.33,-5.949197,54.589984,"0",0
"1302","StreetTree","Rowan","Sorbus aria (type)","Young Mature","Semi-Mature","Tarmac","Normal","Poor",11,2,339396.39,374102.18,-5.844058,54.595918,"0",0
"1304","StreetTree","Lime","Tilla cordata 'Green Spire'","Juvenile","Heavy Standard","Tarmac","Low","Poor",5,1,334669.72,374494.85,-5.916953,54.600723,"0",0
"1305","StreetTree","Lime","Tilla cordata 'Green Spire'","Juvenile","Heavy Standard","Tarmac","Normal","Poor",7,1,333450.62,378300.51,-5.934073,54.63521,"0",0
"1319","StreetTree","Hazel","Corylus colurna","Juvenile","Heavy Standard","Tarmac","Low","Poor",6,1,334456.19,375632.65,-5.919734,54.610994,"0",0
"1320","StreetTree","Hazel","Corylus colurna","Juvenile","Heavy Standard","Tarmac","Low","Poor",6,1,334492.65,375614.41,-5.919178,54.61082,"0",0
"1362","StreetTree","Lime","Tilla cordata 'Green Spire'","Juvenile","Extra Heavy Standard","Tarmac","Normal","Poor",8,1,334788.84,374482.39,-5.915117,54.600579,"0",0
"1381","StreetTree","Lime","Tilla cordata 'Green Spire'","Young Mature","Semi-Mature","Tarmac","Low","Poor",11,1,334600.95,374494.85,-5.918017,54.600741,"0",0
"1382","StreetTree","Lime","Tilla cordata 'Green Spire'","Juvenile","Extra Heavy Standard","Tarmac","Low","Poor",10,1,334599.26,374504.44,-5.918038,54.600828,"0",0
"1389","StreetTree","Rowan","Sorbus aria (type)","Young Mature","Semi-Mature","Tarmac","Normal","Poor",22,4,339386.1,374017.26,-5.844257,54.595159,"0",0
"1475","StreetTree","Oak","Quercus Spp","Young Mature","Semi-Mature","Paved Brick Paviour","Normal","Poor",11,2,334219.91,374487.87,-5.923912,54.60078,"0",0
"1478","StreetTree","Maple","Acer platanoides 'Crimson King'","Juvenile","Extra Heavy Standard","Tarmac","Low","Poor",8,1,330065.67,370534.76,-5.989897,54.566376,"0",0
"1479","StreetTree","Pear","Pyrus calleryana 'Chanticleer'","Juvenile","Heavy Standard","Tarmac","Normal","Poor",7,1,330040.8,370600.54,-5.990252,54.566973,"0",0
"1492","StreetTree","Hazel","Corylus colurna","Juvenile","Select Standard","Tarmac","Low","Poor",4,1,331715.29,375769.99,-5.962065,54.612948,"0",0
"1509","StreetTree","Birch","Betula jacquemontii","Young Mature","Semi-Mature","Tarmac","Normal","Poor",12,3,334056.46,376204.95,-5.925655,54.616238,"0",0
"1514","StreetTree","Pear","Pyrus x canescens","Young Mature","Semi-Mature","Tarmac","Low","Poor",12,3,333919.36,375496.89,-5.928099,54.609918,"0",5
"1549","StreetTree","Hazel","Corylus colurna","Juvenile","Extra Heavy Standard","Tarmac","Low","Poor",8,1,334468.3,375545.04,-5.919587,54.610204,"0",0
"1551","StreetTree","Hazel","Corylus colurna","Juvenile","Extra Heavy Standard","Tarmac","Low","Poor",9,1,334477.27,375570.4,-5.919437,54.610429,"0",0
"1563","StreetTree","Hornbeam","Carpinus betulus 'Fastigiata'","Juvenile","Heavy Standard","Tarmac","Normal","Poor",6,1,332975.63,376777.88,-5.942114,54.621666,"0",0
"1577","StreetTree","Maple","Acer platanoides","Young Mature","Semi-Mature","Tarmac","Normal","Poor",11,1,331947.12,374770.47,-5.958928,54.603915,"0",0
"1600","StreetTree","Ash","Fraxinus excelsior 'Atlas'","Young Mature","Semi-Mature","Tarmac","Normal","Poor",14,3,332772.81,376256.33,-5.945488,54.617037,"0",0
"1617","StreetTree","Hazel","Corylus colurna","Juvenile","Extra Heavy Standard","Tarmac","Low","Poor",10,1,334386.29,375773.13,-5.920751,54.612274,"0",0
"1625","StreetTree","Maple","Acer platanoides","Juvenile","Select Standard","Tarmac","Low","Poor",6,1,331985.86,377898.36,-5.956922,54.631985,"0",6
"1630","StreetTree","Maple","Acer platanoides","Young Mature","Semi-Mature","Tarmac","Low","Poor",14,2,331982.63,374903.61,-5.958319,54.605101,"0",0
"1641","StreetTree","Pear","Pyrus calleryana 'Chanticleer'","Juvenile","Extra Heavy Standard","Tarmac","Normal","Poor",8,1,333504.82,375087.34,-5.934696,54.606351,"0",0
"1652","StreetTree","Hornbeam","Carpinus betulus 'Fastigiata'","Juvenile","Extra Heavy Standard","Tarmac","Low","Poor",8,1,333084.36,376574.52,-5.940524,54.619812,"0",0
"1660","StreetTree","Hornbeam","Carpinus betulus 'Fastigiata'","Juvenile","Extra Heavy Standard","Tarmac","Low","Poor",8,1,332505.4,376445.86,-5.949539,54.618809,"0",0
"1667","StreetTree","Hornbeam","Carpinus betulus 'Fastigiata'","Juvenile","Extra Heavy Standard","Tarmac","Normal","Poor",10,1,332239.48,376666.47,-5.953553,54.620859,"0",0
"1669","StreetTree","Hornbeam","Carpinus betulus 'Fastigiata'","Juvenile","Heavy Standard","Tarmac","Low","Poor",7,1,332302.94,376616.48,-5.952594,54.620394,"0",0
"1685","StreetTree","Ash","Fraxinus ornus","Juvenile","Extra Heavy Standard","Tarmac","Normal","Poor",9,2,333277.69,378541.45,-5.93664,54.637419,"0",0
"1708","StreetTree","Maple","Acer platanoides","Young Mature","Semi-Mature","Tarmac","Normal","Poor",14,2,332654.01,374807.16,-5.94798,54.604059,"0",0
"1710","StreetTree","Maple","Acer platanoides","Young Mature","Semi-Mature","Tarmac","Low","Poor",12,3,332498.74,374817.22,-5.950377,54.60419,"0",0
"1741","StreetTree","Cherry","Prunus x schmittii","Juvenile","Extra Heavy Standard","Tarmac","Normal","Poor",10,2,334080.71,376153.49,-5.925303,54.615769,"0",0
"1748","StreetTree","Maple","Acer platanoides","","N/A","Tarmac","Normal","Poor",-7,1,334146.55,377320.41,-5.923751,54.626227,"",0
"1751","StreetTree","Pear","Pyrus calleryana 'Chanticleer'","","N/A","Tarmac","Low","Poor",-5,1,334200.66,376994.35,-5.923063,54.623286,"",0
"1752","StreetTree","Lime","Tilla cordata 'Green Spire'","","N/A","Tarmac","Low","Poor",-5,1,334200.46,376975.16,-5.923075,54.623114,"",0
"1767","StreetTree","Cherry","Prunus x schmittii","Young Mature","Semi-Mature","Tarmac","Normal","Poor",12,2,334068.19,376165.66,-5.925491,54.615882,"0",0
"1772","StreetTree","Birch","Betula ermanii","Juvenile","Extra Heavy Standard","Tarmac","Low","Poor",8,1,334093.45,376190.78,-5.925089,54.616101,"0",0
"1816","StreetTree","Maple","Acer platanoides 'Erectum'","Young Mature","Semi-Mature","Tarmac","Normal","Poor",26,4,334236.44,374151.85,-5.92381,54.597759,"0",0
"1843","StreetTree","Maple","Acer platanoides","","N/A","Paved Brick Paviour","Normal","Poor",-13,3,334112.26,374313.88,-5.925656,54.599246,"",0
"1854","StreetTree","Hornbeam","Carpinus betulus 'Fastigiata'","Juvenile","Extra Heavy Standard","Tarmac","Low","Poor",9,1,332918.97,376918.73,-5.942927,54.622946,"0",0
"1869","StreetTree","Hornbeam","Carpinus betulus 'Fastigiata'","Juvenile","Extra Heavy Standard","Tarmac","Normal","Poor",10,1,332840.12,376195.32,-5.944474,54.616472,"0",0
"1871","StreetTree","Hornbeam","Carpinus betulus 'Fastigiata'","Juvenile","Heavy Standard","Tarmac","Low","Poor",7,1,332791.18,376229.72,-5.945216,54.616794,"0",0
"1904","StreetTree","Ash","Fraxinus excelsior 'Atlas'","","N/A","Tarmac","Normal","Poor",-8,2,334228.05,376949.97,-5.92266,54.62288,"",0
"1951","StreetTree","Pear","Pyrus (type)","Juvenile","Heavy Standard","Tarmac","Normal","Poor",5,1,333713.89,374762.33,-5.931611,54.603378,"0",0
"1970","StreetTree","Hornbeam","Carpinus betulus 'Fastigiata'","Juvenile","Extra Heavy Standard","Tarmac","Normal","Poor",10,1,332624.2,376351.52,-5.947744,54.617931,"0",0
"1971","StreetTree","Hornbeam","Carpinus betulus 'Fastigiata'","Juvenile","Extra Heavy Standard","Tarmac","Normal","Poor",8,1,332574.19,376390.19,-5.9485,54.618291,"0",0
"1972","StreetTree","Hornbeam","Carpinus betulus 'Fastigiata'","Juvenile","Extra Heavy Standard","Tarmac","Normal","Poor",9,1,332559.45,376402.26,-5.948722,54.618404,"0",0
"1986","StreetTree","Pear","Pyrus (type)","Young Mature","Semi-Mature","Tarmac","Normal","Poor",25,4,333712.05,375145.66,-5.931465,54.606819,"0",11
"1999","StreetTree","Elm","Ulmus (type)","Juvenile","Extra Heavy Standard","Tarmac","Normal","Poor",8,1,331618.99,376790.94,-5.963096,54.622138,"0",0
"2014","StreetTree","Maple","Acer platanoides","Young Mature","Semi-Mature","Tarmac","Normal","Poor",12,2,331904.51,374690.92,-5.959623,54.603212,"0",0
"2043","StreetTree","Hornbeam","Carpinus betulus 'Fastigiata'","Young Mature","Semi-Mature","Tarmac","Normal","Poor",16,3,333963.79,373702.26,-5.92823,54.593795,"0",0
"2045","StreetTree","Rowan","Sorbus aucuparia 'Embley'","Young Mature","Semi-Mature","Paved Brick Paviour","Normal","Poor",12,2,333960.79,373591.59,-5.928327,54.592802,"0",0
"2111","StreetTree","Pear","Pyrus communis 'Beech Hill'","Young Mature","Semi-Mature","Tarmac","Normal","Poor",20,4,333905.21,373835.18,-5.929075,54.595004,"0",0
